20,4,0.1,0.004692747240846961
15,3,0.3,0.005746572160430763
23,4,0.1,0.0065411954925186245
30,3,0.05,0.006696020444888767
15,3,0.05,0.0070054703701585425
10,4,0.1,0.00726608251197241
30,4,0.05,0.0075481580550501685
30,2,0.05,0.00871259132740032
20,3,0.05,0.009707323305353474
20,4,0.05,0.009849691564380918
23,2,0.05,0.010706627667105506
30,3,0.1,0.011998983205687097
15,2,0.1,0.01244757997577212
10,3,0.05,0.015067296121465994
15,4,0.05,0.01542391099105835
10,3,0.1,0.022838281901226627
15,3,0.2,0.02975887335241643
23,3,0.1,0.18193335898736374
30,2,0.1,0.4745315003271955
23,2,0.1,0.6933400336819885
20,2,0.3,1028.7045525029857
30,4,0.1,11.118462408954112
20,2,0.4,11495.507618308056
23,4,0.3,12041.286048762848
23,2,0.3,1206.5203030573373
20,2,0.2,12.147285979097713
15,4,0.3,125.76543722607336
15,4,0.2,13.017029260230899
23,4,0.2,13.22937166071287
30,3,0.4,1353.714820324611
20,2,0.1,13.677832127347767
15,3,0.1,14.031559754168034
10,2,0.3,14.426099519638234
23,4,0.05,14.996122637720564
10,3,0.3,1.5074850370887707
20,3,0.2,15.076270913662773
15,2,0.3,16.132158853187587
30,2,0.4,1.670593658551289
20,4,0.2,1.7073868583789198
23,3,0.4,18580.316873029617
15,2,0.4,18697.674089799206
10,2,0.05,19.512174216667862
15,4,0.1,20.489353207740855
20,3,0.3,2.20347067802034
20,4,0.4,22676.830268216534
15,3,0.4,2406.5876077438666
10,2,0.1,25.350633831637193
30,4,0.3,2594.8569644826566
23,4,0.4,2633.27808622537
23,3,0.3,295156.46260549716
20,2,0.05,3.177039343032638
30,2,0.2,3257.2797582652843
10,4,0.3,33.597884686611394
10,2,0.2,3.8472199283410986
10,4,0.05,4.400112732242867
23,2,0.2,4.575938184898814
30,3,0.3,56.387121757641005
20,3,0.4,60229.21160490501
23,3,0.2,607.694427703178
15,2,0.2,62.25749438279711
20,3,0.1,6.245669380088173
10,4,0.2,6.328749408992683
30,4,0.4,6820.917799500371
10,2,0.4,7043.08700459497
20,4,0.3,734.9383439696688
30,4,0.2,75.92421907179364
30,2,0.3,786.4935320021175
10,4,0.4,8.065048876571185
10,3,0.2,84.31247044595897
15,4,0.4,8660.993000934997
23,2,0.4,8672.546523851732
10,3,0.4,870.2952042000383
23,3,0.05,9.193830283868119
15,2,0.05,9.866452018465884
30,3,0.2,9.932101773662103
